X trueY nnY L2norm
  0.1515151560E-01  0.2498573123      0.1891475391      0.3685676563E-02
  0.3030303121E-01  0.4928745910      0.5194182118      0.7045638065E-03
  0.4545454681E-01  0.7224590190      0.7887684810      0.4396944750E-02
  0.6060606241E-01  0.9325032776       1.003794915      0.5082497511E-02
  0.7575757802E-01   1.117606281       1.170867603      0.2836768464E-02
  0.9090909362E-01   1.273268384       1.295795223      0.5074584742E-03
  0.1060606092       1.396054015       1.383659307      0.1536287755E-03
  0.1212121248       1.483715841       1.438780584      0.2019177282E-02
  0.1363636404       1.535275996       1.464784715      0.4969020708E-02
  0.1515151560       1.551061424       1.464741020      0.7451212133E-02
  0.1666666716       1.532692059       1.441352001      0.8343006128E-02
  0.1818181872       1.483022279       1.397171688      0.7370323882E-02
  0.1969697028       1.406037740       1.334827207      0.5070939945E-02
  0.2121212184       1.306711325       1.257212981      0.2450086086E-02
  0.2272727340       1.190823411       1.167625140      0.5381598148E-03
  0.2424242496       1.064752952       1.069810110      0.2557485259E-04
  0.2575757504      0.9352470485      0.9679185192      0.1067424997E-02
  0.2727272809      0.8091764686      0.8663793928      0.3272174537E-02
  0.2878787816      0.6932886751      0.7697356595      0.5844141424E-02
  0.3030303121      0.5939621728      0.6824862508      0.7836512383E-02
  0.3181818128      0.5169777213      0.6089816525      0.8464723363E-02
  0.3333333433      0.4673079069      0.5533842025      0.7409128665E-02
  0.3484848440      0.4489385757      0.5196847464      0.5005020666E-02
  0.3636363745      0.4647240366      0.5117316184      0.2209712747E-02
  0.3787878752      0.5162841594      0.5332215459      0.2868750618E-03
  0.3939394057      0.6039460892      0.5875967476      0.2673009708E-03
  0.4090909064      0.7267316160      0.6778077336      0.2393546268E-02
  0.4242424369      0.8823938877      0.8059278164      0.5847060048E-02
  0.4393939376       1.067496722      0.9726374731      0.8998277194E-02
  0.4545454681       1.277541198       1.176653120      0.1017840421E-01
  0.4696969688       1.507125409       1.414210049      0.8633264194E-02
  0.4848484993       1.750142931       1.678762611      0.5095150053E-02
  0.5000000000       2.000000000       1.961040445      0.1517846940E-02
  0.5151515007       2.249857069       2.249571259      0.8168711329E-07
  0.5303030014       2.492874124       2.531646840      0.1503323514E-02
  0.5454545617       2.722459236       2.794600923      0.5204422969E-02
  0.5606060624       2.932503278       3.027147152      0.8957463002E-02
  0.5757575631       3.117606112       3.220521563      0.1059158991E-01
  0.5909090638       3.273268109       3.369196535      0.9202262868E-02
  0.6060606241       3.396054118       3.471090986      0.5630531535E-02
  0.6212121248       3.483715841       3.527307745      0.1900254153E-02
  0.6363636255       3.535275963       3.541538371      0.3921774515E-04
  0.6515151262       3.551061428       3.519297419      0.1008952237E-02
  0.6666666865       3.532692025       3.467147151      0.4296130493E-02
  0.6818181872       3.483022279       3.392021083      0.8281217560E-02
  0.6969696879       3.406037827       3.300701250      0.1109579446E-01
  0.7121211886       3.306711539       3.199467674      0.1150124656E-01
  0.7272727489       3.190823291       3.093902114      0.9393714661E-02
  0.7424242496       3.064752952       2.988820375      0.5765756246E-02
  0.7575757504       2.935247048       2.888293429      0.2204642368E-02
  0.7727272511       2.809176709       2.795734920      0.1806816838E-03
  0.7878788114       2.693288461       2.714023140      0.4299268981E-03
  0.8030303121       2.593962173       2.645642680      0.2670874825E-02
  0.8181818128       2.516977721       2.592826992      0.5753111904E-02
  0.8333333135       2.467307975       2.557698945      0.8170527528E-02
  0.8484848738       2.448938572       2.542397657      0.8734600398E-02
  0.8636363745       2.464724037       2.549188245      0.7134202545E-02
  0.8787878752       2.516284159       2.580547570      0.4129786000E-02
  0.8939393759       2.603945882       2.639219830      0.1244251405E-02
  0.9090909362       2.726731891       2.728231564      0.2249018644E-05
  0.9242424369       2.882393888       2.850851813      0.9949024632E-03
  0.9393939376       3.067496722       3.010488347      0.3249954878E-02
  0.9545454383       3.277540764       3.210498500      0.4494665163E-02
  0.9696969986       3.507125876       3.453910107      0.2831918080E-02
  0.9848484993       3.750142931       3.743044435      0.5038864430E-04
   1.000000000       4.000000000       4.079074188      0.6252727166E-02
